,Symbol,Contract,Date,Open,High,Low,Close,Volume
5227,TX,201810,2018/8/22,10778,10792,10722,10776,3362
5232,TX,201809,2018/8/23,10793,10851,10758,10811,348914
5236,TX,201810,2018/8/23,10776,10833,10745,10800,4740
5241,TX,201809,2018/8/24,10812,10830,10728,10809,341366
5244,TX,201810,2018/8/24,10797,10811,10715,10793,5088
5249,TX,201809,2018/8/27,10831,10932,10820,10928,288464
5252,TX,201810,2018/8/27,10809,10909,10802,10906,4620
5257,TX,201809,2018/8/28,10929,10989,10927,10959,265758
5260,TX,201810,2018/8/28,10907,10970,10907,10939,4188
5265,TX,201809,2018/8/29,10959,11086,10950,11083,320912
5270,TX,201810,2018/8/29,10938,11063,10933,11058,6362
5276,TX,201809,2018/8/30,11083,11135,10993,11002,382502
5280,TX,201810,2018/8/30,11061,11113,10976,10986,5912
5285,TX,201809,2018/8/31,11003,11027,10953,10994,351122
5288,TX,201810,2018/8/31,10986,11012,10936,10979,6174
5294,TX,201809,2018/9/3,11013,11045,10919,10956,311108
5297,TX,201810,2018/9/3,11001,11030,10906,10944,5302
5303,TX,201809,2018/9/4,10956,11015,10935,10953,331480
5305,TX,201810,2018/9/4,10940,10999,10922,10940,5614
5310,TX,201809,2018/9/5,10953,11021,10860,10903,402344
5312,TX,201810,2018/9/5,10939,11005,10845,10889,6958
5317,TX,201809,2018/9/6,10902,10950,10865,10888,413986
5321,TX,201810,2018/9/6,10894,10935,10853,10873,7702
5326,TX,201809,2018/9/7,10887,10899,10803,10849,428368
5329,TX,201810,2018/9/7,10869,10883,10792,10838,10678
5334,TX,201809,2018/9/10,10865,10880,10708,10727,444630
5337,TX,201810,2018/9/10,10844,10865,10701,10720,13134
5342,TX,201809,2018/9/11,10728,10767,10682,10747,410008
5347,TX,201810,2018/9/11,10721,10756,10676,10739,11710
5353,TX,201809,2018/9/12,10748,10774,10687,10719,405202
5355,TX,201810,2018/9/12,10740,10765,10686,10715,15022
5363,TX,201809,2018/9/13,10719,10779,10709,10760,352168
5366,TX,201810,2018/9/13,10719,10770,10705,10752,17316
5371,TX,201809,2018/9/14,10761,10904,10754,10897,369660
5376,TX,201810,2018/9/14,10753,10895,10749,10890,30924
5381,TX,201809,2018/9/17,10857,10868,10810,10826,247422
5383,TX,201810,2018/9/17,10860,10863,10807,10821,31112
5388,TX,201809,2018/9/18,10827,10833,10761,10831,311718
5392,TX,201810,2018/9/18,10822,10830,10759,10827,74896
5398,TX,201809,2018/9/19,10832,10875,10819,10873,147286
5401,TX,201810,2018/9/19,10828,10893,10819,10890,159470
5406,TX,201810,2018/9/20,10890,10922,10824,10885,346716
5408,TX,201811,2018/9/20,10878,10909,10817,10875,4304
5413,TX,201909,2018/9/20,10439,10448,10337,10392,222
5414,TX,201810,2018/9/21,10885,10988,10854,10968,376370
5417,TX,201811,2018/9/21,10875,10975,10845,10950,5554
5422,TX,201909,2018/9/21,10392,10462,10377,10448,154
5423,TX,201810,2018/9/25,10960,10998,10935,10977,225788
5424,TX,201811,2018/9/25,10940,10985,10925,10966,2976
5428,TX,201909,2018/9/25,10440,10483,10430,10465,94
5429,TX,201810,2018/9/26,10977,10991,10949,10973,254924
5432,TX,201811,2018/9/26,10967,10979,10939,10960,2466
5437,TX,201909,2018/9/26,10452,10472,10440,10467,122
5438,TX,201810,2018/9/27,10973,11016,10920,11015,341022
5441,TX,201811,2018/9/27,10963,11002,10912,11002,5930
5445,TX,201909,2018/9/27,10474,10490,10426,10488,60
5446,TX,201810,2018/9/28,11016,11039,10921,10942,386530
5450,TX,201811,2018/9/28,11002,11026,10911,10931,6198
5454,TX,201909,2018/9/28,10496,10521,10421,10431,134
5455,TX,201810,2018/10/1,10968,11022,10966,11021,197668
5457,TX,201811,2018/10/1,10955,11008,10955,11008,4044
5462,TX,201810,2018/10/2,11020,11021,10841,10892,374794
5467,TX,201811,2018/10/2,11006,11008,10831,10882,8064
5472,TX,201810,2018/10/3,10893,10914,10845,10861,313158
5474,TX,201811,2018/10/3,10883,10902,10836,10848,5890
5479,TX,201810,2018/10/4,10861,10869,10614,10615,410308
5484,TX,201811,2018/10/4,10850,10858,10610,10611,11612
5489,TX,201810,2018/10/5,10615,10673,10417,10418,651888
5492,TX,201811,2018/10/5,10610,10665,10414,10416,17740
5497,TX,201810,2018/10/8,10470,10530,10386,10432,430582
5499,TX,201811,2018/10/8,10450,10525,10382,10428,10704
5504,TX,201810,2018/10/9,10433,10508,10421,10467,407386
5507,TX,201811,2018/10/9,10424,10504,10420,10464,9998
5512,TX,201810,2018/10/11,10026,10080,9630,9726,861632
5518,TX,201811,2018/10/11,10020,10074,9616,9706,41614
5523,TX,201810,2018/10/12,9726,10021,9642,9930,617718
5529,TX,201811,2018/10/12,9713,9994,9625,9915,38992
5535,TX,201810,2018/10/15,9899,9927,9844,9866,366428
5539,TX,201811,2018/10/15,9883,9903,9827,9850,43928
5545,TX,201810,2018/10/16,9865,10039,9845,10031,421150
5549,TX,201811,2018/10/16,9849,9995,9830,9986,93164
5555,TX,201810,2018/10/17,10031,10114,9987,9993,229728
5559,TX,201811,2018/10/17,9987,10065,9869,9923,283588
5564,TX,201811,2018/10/18,9924,9986,9787,9798,415102
5567,TX,201812,2018/10/18,9909,9968,9775,9787,3746
5572,TX,201811,2018/10/19,9797,9962,9743,9898,497298
5574,TX,201812,2018/10/19,9780,9947,9735,9871,4718
5579,TX,201811,2018/10/22,9813,9972,9761,9881,435104
5583,TX,201812,2018/10/22,9806,9956,9749,9866,4498
5588,TX,201811,2018/10/23,9882,9906,9590,9605,524416
5593,TX,201812,2018/10/23,9866,9890,9580,9592,6012
5598,TX,201811,2018/10/24,9605,9791,9605,9682,626424
5600,TX,201812,2018/10/24,9600,9777,9600,9673,6938
5605,TX,201811,2018/10/25,9683,9688,9414,9572,589088
5609,TX,201812,2018/10/25,9668,9668,9398,9570,6012
5614,TX,201811,2018/10/26,9573,9637,9339,9417,656066
5616,TX,201812,2018/10/26,9560,9623,9329,9403,6974
5621,TX,201811,2018/10/29,9527,9575,9428,9509,397664
5624,TX,201812,2018/10/29,9518,9560,9416,9499,4478
5629,TX,201811,2018/10/30,9509,9564,9326,9527,504856
5632,TX,201812,2018/10/30,9494,9549,9318,9520,4102
5637,TX,201811,2018/10/31,9528,9764,9511,9738,423346
5639,TX,201812,2018/10/31,9518,9749,9510,9722,5496
5644,TX,201811,2018/11/1,9737,9830,9705,9820,372124
5649,TX,201812,2018/11/1,9722,9817,9693,9815,4874
5655,TX,201811,2018/11/2,9820,9931,9791,9842,420194
5658,TX,201812,2018/11/2,9807,9917,9780,9825,6262
5663,TX,201811,2018/11/5,9803,9840,9741,9824,337468
5666,TX,201812,2018/11/5,9799,9825,9729,9808,4610
5671,TX,201811,2018/11/6,9824,9867,9746,9789,306246
5674,TX,201812,2018/11/6,9808,9850,9733,9773,3960
5679,TX,201811,2018/11/7,9789,9918,9768,9909,383636
5684,TX,201812,2018/11/7,9769,9898,9755,9893,6976
5690,TX,201811,2018/11/8,9910,10000,9881,9903,293040
5693,TX,201812,2018/11/8,9891,9982,9864,9882,5374
5698,TX,201811,2018/11/9,9904,9912,9701,9726,352926
5700,TX,201812,2018/11/9,9884,9892,9684,9708,6506
5705,TX,201811,2018/11/12,9750,9864,9705,9705,302080
5708,TX,201812,2018/11/12,9730,9846,9690,9690,6390
5713,TX,201811,2018/11/13,9705,9776,9528,9757,452910
5717,TX,201812,2018/11/13,9688,9756,9513,9736,11082
5722,TX,201811,2018/11/14,9756,9839,9726,9795,346290
5727,TX,201812,2018/11/14,9738,9814,9707,9768,9942
5732,TX,201811,2018/11/15,9794,9881,9708,9840,431418
5735,TX,201812,2018/11/15,9766,9857,9688,9816,15682
5741,TX,201811,2018/11/16,9839,9928,9735,9782,384842
5745,TX,201812,2018/11/16,9815,9902,9720,9767,16324
5751,TX,201811,2018/11/19,9802,9851,9778,9801,225280
5757,TX,201812,2018/11/19,9768,9833,9761,9784,22740
5763,TX,201811,2018/11/20,9802,9808,9650,9703,344282
5767,TX,201812,2018/11/20,9785,9790,9630,9681,76480
5772,TX,201811,2018/11/21,9704,9760,9624,9743,179208
5775,TX,201812,2018/11/21,9680,9777,9604,9770,206590
5782,TX,201812,2018/11/22,9770,9788,9682,9692,229268
5789,TX,201812,2018/11/23,9692,9733,9613,9651,270642
5797,TX,201812,2018/11/26,9668,9850,9656,9793,332940
5804,TX,201812,2018/11/27,9792,9807,9644,9739,340286
5812,TX,201812,2018/11/28,9738,9901,9731,9875,347300
5820,TX,201812,2018/11/29,9876,9996,9861,9888,340310
5826,TX,201812,2018/11/30,9887,9942,9815,9849,299232
5833,TX,201812,2018/12/3,10012,10156,9996,10093,312542
5836,TX,201901,2018/12/3,9978,10139,9978,10077,5842
5841,TX,201812,2018/12/4,10093,10122,10033,10048,262630
5843,TX,201901,2018/12/4,10077,10102,10020,10033,3518
5848,TX,201812,2018/12/5,10047,10054,9863,9893,334478
5852,TX,201901,2018/12/5,10033,10034,9850,9876,5994
5857,TX,201812,2018/12/6,9894,9900,9616,9627,417350
5862,TX,201901,2018/12/6,9879,9885,9602,9610,6756
5867,TX,201812,2018/12/7,9627,9800,9574,9750,352952
5872,TX,201901,2018/12/7,9613,9781,9560,9732,5766
5877,TX,201812,2018/12/10,9565,9688,9560,9618,306280
5882,TX,201901,2018/12/10,9563,9667,9544,9596,5548
5887,TX,201812,2018/12/11,9618,9762,9583,9729,351198
5890,TX,201901,2018/12/11,9595,9740,9566,9707,7022
5895,TX,201812,2018/12/12,9729,9858,9660,9855,365406
5899,TX,201901,2018/12/12,9705,9835,9640,9835,9136
5904,TX,201812,2018/12/13,9854,9886,9790,9842,297046
5909,TX,201901,2018/12/13,9837,9867,9772,9827,10704
5915,TX,201812,2018/12/14,9843,9868,9676,9753,346880
5920,TX,201901,2018/12/14,9825,9849,9660,9733,19358
5925,TX,201812,2018/12/17,9753,9826,9722,9772,265374
5930,TX,201901,2018/12/17,9719,9802,9705,9753,27272
5935,TX,201812,2018/12/18,9773,9792,9686,9752,300966
5940,TX,201901,2018/12/18,9754,9772,9670,9720,66720
5945,TX,201812,2018/12/19,9751,9778,9723,9768,120706
5950,TX,201901,2018/12/19,9720,9784,9697,9777,145532
5955,TX,201901,2018/12/20,9776,9790,9592,9665,418042
5960,TX,201902,2018/12/20,9759,9770,9576,9647,3850
5964,TX,201912,2018/12/20,9254,9254,9073,9122,164
5965,TX,201901,2018/12/21,9664,9700,9556,9668,372960
5968,TX,201902,2018/12/21,9647,9680,9543,9650,3420
5973,TX,201912,2018/12/21,9080,9133,9034,9133,86
5974,TX,201901,2018/12/22,9669,9677,9575,9585,102704
5976,TX,201902,2018/12/22,9648,9657,9560,9571,1152
5980,TX,201912,2018/12/22,9100,9100,9046,9046,32
5981,TX,201901,2018/12/24,9603,9627,9570,9592,228496
5982,TX,201902,2018/12/24,9572,9607,9553,9572,1470
5986,TX,201912,2018/12/24,9074,9080,9031,9043,28
5987,TX,201901,2018/12/25,9592,9596,9410,9492,245372
5989,TX,201902,2018/12/25,9576,9578,9395,9472,2892
5993,TX,201912,2018/12/25,9031,9031,8875,8936,80
5994,TX,201901,2018/12/26,9492,9555,9438,9476,293054
5998,TX,201902,2018/12/26,9479,9535,9421,9459,2830
6002,TX,201912,2018/12/26,8950,8992,8900,8936,48
6003,TX,201901,2018/12/27,9477,9655,9472,9569,360952
6007,TX,201902,2018/12/27,9458,9634,9458,9556,4292
6011,TX,201912,2018/12/27,9014,9103,9014,9016,80
6012,TX,201901,2018/12/28,9569,9696,9540,9675,271326
6014,TX,201902,2018/12/28,9551,9675,9525,9660,2896
6018,TX,201912,2018/12/28,9010,9133,9001,9133,72
